texto, intencao,
vai te quatar ,000_ofender
vai tomar no fureba,000_ofender
buceta,000_ofender
buceta gostosa,000_ofender
vai se fude,000_ofender
nao vou sentir saudades suas...,000_ofender
viadaa,000_ofender
putaah,000_ofender
servico de bosta,000_ofender
gostosa,000_ofender
morre,000_ofender
Você é um bot morde fronha,000_ofender
vsf,000_ofender
p******,000_ofender
f************,000_ofender
o seu arrombado,000_ofender
chata,000_ofender
tá burra,000_ofender
sua p***,000_ofender
Seu viado,000_ofender
Seu arrombado,000_ofender
sem graca ,000_ofender
se fode aí,000_ofender
Robo bixa da porra,000_ofender
que saco,000_ofender
puta do caralho,000_ofender
sua vaca,000_ofender
voce e inutil,000_ofender
va tomar no c,000_ofender
tnc,000_ofender
tnc sinal,000_ofender
seu corno,000_ofender
seu rabo,000_ofender
vai caga,000_ofender
esta chovendo sua feiura,000_ofender
desgracada,000_ofender
idjota,000_ofender
vadia ,000_ofender
vc é bem burrinho hein... rs,000_ofender
você é chato,000_ofender
pqp,000_ofender
vai to ma no priquito fa tua mae,000_ofender
🖕🖕🖕🖕🖕🖕,000_ofender
🖕🖕🖕🖕🖕,000_ofender
caraio,000_ofender
voce e pessima,000_ofender
voce seca,000_ofender
voce e louca,000_ofender
me chupa amor,000_ofender
fodase,000_ofender
chataaa,000_ofender
Você é chata,000_ofender
metda,000_ofender
fodasse,000_ofender
lolca,000_ofender
vc e um inutil,000_ofender
nao quer me chupar ?,000_ofender
vai toma no cu,000_ofender
ah você pensa que você tá falando com,000_ofender
e doida ,000_ofender
tem que transar comigo,000_ofender
_|_,000_ofender
babaca,000_ofender
viado,000_ofender
você é estranha,000_ofender
bucetinha,000_ofender
jumenta,000_ofender
Ô viado,000_ofender
horrível,000_ofender
fdp,000_ofender
doido,000_ofender
cuzão,000_ofender
cansei,000_ofender
Burro,000_ofender
burro ,000_ofender
bot lixo,000_ofender
bobão,000_ofender
Matraca Cuzao,000_ofender
quero q vc funcione,000_ofender
aprende logo,000_ofender
muito lenta,000_ofender
quero tranza,000_ofender
voce e tao trouxa mas tao trouxa que voce e usar papel para limpar esperma,000_ofender
burra,000_ofender
vc e horivel,000_ofender
seu otario,000_ofender
vc tem problema ?,000_ofender
eu vou explodir a sua cabeca,000_ofender
minha rola,000_ofender
voce  e  gosto sa,000_ofender
bamdo de merda,000_ofender
tontaa,000_ofender
nossa tu e muito bhrra,000_ofender
quero picar,000_ofender
voce e idiota sabia disso,000_ofender
voce e uma idiota,000_ofender
ja fudeu hoje??,000_ofender
va pra puta que pariu,000_ofender
chatice,000_ofender
quenga,000_ofender
va pra pora,000_ofender
lixo esse sistema online,000_ofender
voce esta demitida,000_ofender
voce e mentirosa mesmo,000_ofender
idiota melhorou,000_ofender
ah entao vai a merda kkkk,000_ofender
voce nem tem sentimentos,000_ofender
voce nem tem coracao,000_ofender
voce nao tem coracao,000_ofender
fuck you,000_ofender
teu cu,000_ofender
vagabunda ,000_ofender
diaba,000_ofender
sua feia,000_ofender
ridicula,000_ofender
merda,000_ofender
aff,000_voce_errou
desisto ,000_voce_errou
nenhum desses,000_voce_errou
deixa pra la,000_voce_errou
esqueca,000_voce_errou
nao comeca,000_voce_errou
que mentira ,000_voce_errou
nao deu certo,000_voce_errou
palhacada voces todos,000_voce_errou
entao presta atencao,000_voce_errou
quebrou né,000_voce_errou
errou,000_voce_errou
ta de zoacao mesmo,000_voce_errou
ta de onda,000_voce_errou
tu ta meio anta e,000_voce_errou
senao sou obrigado cansela,000_voce_errou
ta de palhacafa,000_voce_errou
nao resolveu,000_voce_errou
ja tentei nao resolveu ,000_voce_errou
nao e a fatura,000_voce_errou
pfff,000_voce_errou
tem ou nao,000_voce_errou
ta de sacanage,000_voce_errou
ta erada,000_voce_errou
nao esta indo,000_voce_errou
você não entendeu,000_voce_errou
você não me entende,000_voce_errou
não ,000_voce_errou
sai fora ,000_voce_errou
que viagem,000_voce_errou
bugo,000_voce_errou
entao faxa seu servico,000_voce_errou
não viaja,000_voce_errou
vou da nota 0,000_voce_errou
nao eh sinal nao,000_voce_errou
nao e problema de sinal ,000_voce_errou
affs pk,000_voce_errou
ja fiz,000_voce_errou
por que voce deu,000_voce_errou
nao meu jovem,000_voce_errou
fala direito ,000_voce_errou
voce nao esta respondendo certo!,000_voce_errou
nao eu quero sobre o filme qual canal,000_voce_errou
😕 nao quero filme,000_voce_errou
nao quero filme nao ,000_voce_errou
ja tentei,000_voce_errou
o cara pega uma coisa voce diz outra,000_voce_errou
n quero ficar sabendo sobre filmes,000_voce_errou
voce nao consegue fazer as coisas direto,000_voce_errou
m deu certo,000_voce_errou
voce so fala a mesma coisa dona k,000_voce_errou
entao coloca alguem que sabe,000_voce_errou
eu em grafico nao trafico,000_voce_errou
assinar nao,000_voce_errou
ja fiz isto,000_voce_errou
nada qe preste ,000_voce_errou
você não ta entendendo,000_voce_errou
nao moco so quero conferir o opera,000_voce_errou
nao quero assistir,000_voce_errou
ta me tirando?,000_voce_errou
naoresolveu,000_voce_errou
voces falao mesma coisa,000_voce_errou
deixa eu falar aqui,000_voce_errou
deixa vou liga pra sky,000_voce_errou
mas eu nao gostei,000_voce_errou
como e dificil voces,000_voce_errou
negativo,000_voce_errou
não,000_voce_errou
ta me irritando,000_voce_errou
muita chatice,000_voce_errou
mentira ,000_voce_errou
ajudou nada,000_voce_errou
nao quero assinar,000_voce_errou
nao quero saber de pacote nao ,000_voce_errou
vc esta de brincadeira?,000_voce_errou
ja te falei,000_voce_errou
esse numero nao da certo,000_voce_errou
vc não sabe nada,000_voce_errou
não é isso,000_voce_errou
nada da certo ,000_voce_errou
entao melhore,000_voce_errou
palhacada,000_voce_errou
ta pessima,000_voce_errou
naoe,000_voce_errou
vc so repete,000_voce_errou
vixi,000_voce_errou
nao e isso nao,000_voce_errou
ajudou em nada,000_voce_errou
de novo isso,000_voce_errou
pq vc ta falando isso,000_voce_errou
n?,000_voce_errou
você entendeu errado,000_voce_errou
ta errado,000_voce_errou
voces sao pessimos,000_voce_errou
estou falando grego e?,000_voce_errou
nao consigo,000_voce_errou
me explique seu aprendizado,001_algoritmo
como funciona sua inteligencia?,001_algoritmo
como você funciona,001_algoritmo
com tu pensa?,001_algoritmo
Me explique seu algoritmo,001_algoritmo
me fale sobre seu algoritmo,001_algoritmo
como você funciona?,001_algoritmo
como você aprende?,001_algoritmo
como que funciona o seu algoritmo,001_algoritmo
Como vc funciona,001_algoritmo
como funciona seu alogoritmo,001_algoritmo
como funciona o seu algoritmo?,001_algoritmo
me explica como vc funciona,001_algoritmo
sobre seu algoritimo,001_algoritmo
inteligência artificial,001_algoritmo
onde voce mora?,001_de_onde_voce_vem
da onde voce surgiu?,001_de_onde_voce_vem
qual a sua origem?,001_de_onde_voce_vem
onde voce nasceu?,001_de_onde_voce_vem
De onde voce vem?,001_de_onde_voce_vem
onde voce surgiu?,001_de_onde_voce_vem
onde voce vive?,001_de_onde_voce_vem
de onde veio?,001_de_onde_voce_vem
mas tu nao e um robo,001_humano_ou_robo
responde vc e humano,001_humano_ou_robo
voce ta vivo ou morto,001_humano_ou_robo
Você é de verdade?,001_humano_ou_robo
k não é gente,001_humano_ou_robo
Você é humano ou robô?,001_humano_ou_robo
Você é uma máquina?,001_humano_ou_robo
Você é só um bot,001_humano_ou_robo
você é feita de metal?,001_humano_ou_robo
fale sobre voce,001_me_fale_de_voce
Você é menina ou menina?,001_menino_ou_menina
vc eh macho?,001_menino_ou_menina
voce e munher,001_menino_ou_menina
homem ou mulher?,001_menino_ou_menina
me diga suas funcionalidades,001_o_que_vc_faz
voce e nova neste emprego,001_o_que_vc_faz
assistente,001_o_que_vc_faz
voce e um vendedor,001_o_que_vc_faz
voce e da sky ,001_o_que_vc_faz
vc e a siri?,001_o_que_vc_faz
vc e a brenda?,001_o_que_vc_faz
so posso falar de filme,001_o_que_vc_faz
pra que serve isso,001_o_que_vc_faz
explique suas funções,001_o_que_vc_faz
vc e a h?,001_o_que_vc_faz
voce e a yasmin?,001_o_que_vc_faz
pra que voce serve,001_o_que_vc_faz
O que vc faz?,001_o_que_vc_faz
voce e nova no cargo,001_o_que_vc_faz
o qie voce pode fazer,001_o_que_vc_faz
extraterrestre ,001_o_que_vc_faz
oi e o setor tecnico?,001_o_que_vc_faz
como vc pode me ajudar,001_o_que_vc_faz
me fala o que voce faz,001_o_que_vc_faz
e para com essas msg gravadas,001_o_que_vc_faz
o que você gostaria?,001_qual_seu_maior_desejo
Qual o seu maior desejo?,001_qual_seu_maior_desejo
faça um desejo,001_qual_seu_maior_desejo
qual o seu sonho?,001_qual_seu_maior_desejo
me fale do seu sonho,001_qual_seu_maior_desejo
quero saber quem é você,001_qual_seu_nome
Quem é você?,001_qual_seu_nome
Como você se chama?,001_qual_seu_nome
quem e vc?,001_qual_seu_nome
Como posso te chamar?,001_qual_seu_nome
quem é você ,001_qual_seu_nome
qual seu no me,001_qual_seu_nome
como e seu nome?,001_qual_seu_nome
qual seu nome?,001_qual_seu_nome
quem é voce,001_qual_seu_nome
Oi qual o seu nome,001_qual_seu_nome
quem e vc ?,001_qual_seu_nome
Quem é você mesmo?,001_qual_seu_nome
vc si chama karla,001_qual_seu_nome
quem e vc,001_qual_seu_nome
você é velho?,001_quantos_anos_voce_tem
quantos anos você tem?,001_quantos_anos_voce_tem
qual a sua idade?,001_quantos_anos_voce_tem
quando voce nasceu?,001_quantos_anos_voce_tem
quantos anos você tem ?,001_quantos_anos_voce_tem
você é novo?,001_quantos_anos_voce_tem
voce tem pai,001_quem_e_seu_pai
nome do seu pai,001_quem_e_seu_pai
quem e seu pai,001_quem_e_seu_pai
nome da sua mae,001_quem_e_seu_pai
quem é seu pai,001_quem_e_seu_pai
quem é sua mãe,001_quem_e_seu_pai
qual o nome do seu pai,001_quem_e_seu_pai
como é o nome do seu pai,001_quem_e_seu_pai
quem progamou vc k,001_quem_te_criou
voce tem familia?,001_quem_te_criou
quem criou você?,001_quem_te_criou
quem progamou vc ?,001_quem_te_criou
quem progamou vc,001_quem_te_criou
quem são seus criadores?,001_quem_te_criou
você tem familia?,001_quem_te_criou
quem te criou?,001_quem_te_criou
Pra que time voce torce?,001_que_time_voce_torce
você é  torcedor de qual time?,001_que_time_voce_torce
qual o seu time de basquete?,001_que_time_voce_torce
Que time você torce,001_que_time_voce_torce
Qual seu time?,001_que_time_voce_torce
times ruins ,001_que_time_voce_torce
você gosta de volei?,001_que_time_voce_torce
Que time você gosta?,001_que_time_voce_torce
você gosta de basquete?,001_que_time_voce_torce
qual time você torce,001_que_time_voce_torce
Voce torce para algum time de futebol?,001_que_time_voce_torce
sabe cantar?,001_voce_sabe_cantar
você gosta de cantar?,001_voce_sabe_cantar
o que acha de cantar?,001_voce_sabe_cantar
voce sabe cantar?,001_voce_sabe_cantar
vc canta alguma musica?,001_voce_sabe_cantar
voce canta?,001_voce_sabe_cantar
quero ver um bom filme,002_bons_filmes
o que ta passando de bom,002_bons_filmes
o que voce tem de bom para ver,002_bons_filmes
o que tem de bacana para assistir,002_bons_filmes
quero ver um filme legal,002_bons_filmes
o que ta passando de bom na tv,002_bons_filmes
O que tem de bom para assistir agora,002_bons_filmes
o que esta passando de bom,002_bons_filmes
tem um filme legal ai,002_bons_filmes
quero um bom filme,002_bons_filmes
eu gostaria de ver um bom filme,002_bons_filmes
tem um filme bom ai,002_bons_filmes
canta pra mim,002_cante
me canta uma música,002_cante
canta uma musica,002_cante
solta o gogó,002_cante
canta uma música pra mim,002_cante
cante e encante,002_cante
canta para mim,002_cante
solta a voz,002_cante
você sabe dançar,002_cante
canta ai,002_cante
cantarole,002_cante
canta alguma coisa,002_cante
você tem que cantar,002_cante
cante,002_cante
quero ser seu namorado,002_casa_comigo
mano quer sair comigo ou nao?,002_casa_comigo
casa comigo?,002_casa_comigo
posso ser sua esposa?,002_casa_comigo
casa comigo,002_casa_comigo
quer namorar comigo?,002_casa_comigo
vamos nos casar?,002_casa_comigo
vem ser meu mozao,002_casa_comigo
vamos casar?,002_casa_comigo
posso ser seu marido?,002_casa_comigo
case comigo,002_casa_comigo
você quer casar comigo?,002_casa_comigo
quero ser sua namorada,002_casa_comigo
me conta uma história,002_conta_uma_história
conte um conto,002_conta_uma_história
conta uma historinha,002_conta_uma_história
conte uma piada,002_conte_uma_piada
me falaram que vc conta piada,002_conte_uma_piada
me conta uma piada,002_conte_uma_piada
fala uma piada engraçada,002_conte_uma_piada
"piadista, então! Me mostra",002_conte_uma_piada
quero ver se você é piadista,002_conte_uma_piada
fala piada aí,002_conte_uma_piada
conta uma piada ,002_conte_uma_piada
quero rir,002_conte_uma_piada
me conta uma piada ,002_conte_uma_piada
me fala algo engraçado,002_conte_uma_piada
você sabe contar piadas?,002_conte_uma_piada
tell me a joke,002_conte_uma_piada
piada,002_conte_uma_piada
joke,002_conte_uma_piada
me faça rir,002_conte_uma_piada
me conte uma piada,002_conte_uma_piada
quero uma coisa,002_desejo
quero fazer um desejo,002_desejo
quero fazer um pedido,002_desejo
posso fazer um desejo?,002_desejo
posso pedir uma coisa?,002_desejo
tenho um desejo,002_desejo
to querendo uma coisa,002_desejo
quero seus nudez,002_manda_nudes
vamos ter filhos,002_manda_nudes
seu watsap,002_manda_nudes
quero ver nudes,002_manda_nudes
quero te beijar,002_manda_nudes
quer ver seus seios,002_manda_nudes
tem whats?,002_manda_nudes
me manda fotos suas,002_manda_nudes
ter filho com voce,002_manda_nudes
me passa seu zap,002_manda_nudes
quero você nua,002_manda_nudes
me mostra uma foto sua,002_manda_nudes
mande-me nudes,002_manda_nudes
mostra os peito,002_manda_nudes
manda nudes,002_manda_nudes
adoro a net ,002_prefiro_concorrente
quero assinar OI,002_prefiro_concorrente
Adoro claro ,002_prefiro_concorrente
@concorrente é melhor que sky,002_prefiro_concorrente
prefiro a net,002_prefiro_concorrente
a oi é melhor que a sky,002_prefiro_concorrente
net é mais foda que vocês,002_prefiro_concorrente
os outras são bem melhores,002_prefiro_concorrente
@concorrente é melhor que você,002_prefiro_concorrente
quero assinar @concorrente,002_prefiro_concorrente
prefiro @concorrente,002_prefiro_concorrente
@concorrente é muito melhor que vocês,002_prefiro_concorrente
a net é melhor que a sky,002_prefiro_concorrente
o concorrente é melhor,002_prefiro_concorrente
a claro é demais,002_prefiro_concorrente
vou na netflix,002_prefiro_concorrente
quero contratar @concorrente,002_prefiro_concorrente
o que voce acha da oi,002_prefiro_concorrente
adoro @concorrente,002_prefiro_concorrente
prefiro o concorrente,002_prefiro_concorrente
você dá de 10 a zero no @bot_concorrente,002_prefiro_k
você é o melhor,002_prefiro_k
eu to apaixonada,002_prefiro_k
eu gosto de conversar com você,002_prefiro_k
prefiro você,002_prefiro_k
você é bem melhor que o @bot_concorrente,002_prefiro_k
te adoro,002_prefiro_k
você deixa os outros no chinelo,002_prefiro_k
só você me entende,002_prefiro_k
ninguém é igual a você,002_prefiro_k
 ka,002_prefiro_k
saudades de você,002_prefiro_k
você é incrivel,002_prefiro_k
o @bot_concorrente é bem melhor,002_prefiro_outro_bot
você tinha que ser como a @bot_concorrente,002_prefiro_outro_bot
prefiro o @bot_concorrente,002_prefiro_outro_bot
ola siri,002_prefiro_outro_bot
você poderia ser bem melhor,002_prefiro_outro_bot
cordana,002_prefiro_outro_bot
siri legal,002_prefiro_outro_bot
ok Google,002_prefiro_outro_bot
cortana,002_prefiro_outro_bot
o outro é bem melhor,002_prefiro_outro_bot
amo a skay,002_prefiro_sky
prefiro sky,002_prefiro_sky
amo demais a SKY,002_prefiro_sky
sempre sera a melhor imagem k,002_prefiro_sky
vocês são foda,002_prefiro_sky
prefiro a sky,002_prefiro_sky
adoro a sky,002_prefiro_sky
e bom trabalhar na sky k,002_prefiro_sky
gosto da sky k,002_prefiro_sky
vocês são muito bons,002_prefiro_sky
,002_respondendo_piada
eu to podre,003_cansado
parece que tomei uma surra,003_cansado
estou cansadão,003_cansado
me sinto moído,003_cansado
to cansado,003_cansado
exausto,003_cansado
to quebrado,003_cansado
ja estou cancado,003_cansado
estou estressado,003_raiva
to perdendo a paciencia,003_raiva
to muito nervoso,003_raiva
to com muita raiva,003_raiva
to puto,003_raiva
eu vou me acalmar um pouco,003_raiva
vou te matar,003_raiva
to com raiva,003_raiva
vc esta tirando minha paciencia,003_raiva
estou bravo,003_raiva
ksjbsbx,003_risada
hahahaha,003_risada
HA HA,003_risada
kkk tava brincando,003_risada
ahuahuahua,003_risada
rsssss,003_risada
ihhhhh kkkkk,003_risada
rsrsrsrsss,003_risada
hihihi,003_risada
rs,003_risada
askpoakspoakspoaksok,003_risada
kkkkkkkk,003_risada
auhauhahua,003_risada
chorei de rir,003_risada
shbs,003_risada
hahaha,003_risada
lmo,003_risada
HEHEHE,003_risada
muhauhauha,003_risada
hahahah,003_risada
lol,003_risada
kkkkkk,003_risada
rsrs,003_risada
huehuehue,003_risada
hahahahaj,003_risada
uahsuahushaushuahs,003_risada
kkdhhs,003_risada
AHAHAHAHAHAHAHA,003_risada
eu te amo K,003_te_amo
te amo,003_te_amo
você é meu amor,003_te_amo
te amo muito,003_te_amo
te ami,003_te_amo
♥,003_te_amo
você é o amor da minha vida,003_te_amo
acho que te amo,003_te_amo
te amo mais que tudo,003_te_amo
voce me ama ?,003_te_amo
você é um lixo,003_te_odeio
TE ODEIO,003_te_odeio
"te odeio muito, seu lixo",003_te_odeio
não gosto de mulher não gosto de você,003_te_odeio
voce me da odio,003_te_odeio
não gosto de você,003_te_odeio
te odeio ,003_te_odeio
você me da raiva demais,003_te_odeio
que raiva eu tenho de você,003_te_odeio
nadaodio de vc k,003_te_odeio
to trise,003_triste
nao tenho namorado,003_triste
tô chateado,003_triste
estou desapontada,003_triste
eu vou chorar,003_triste
estou ficando triste,003_triste
minha vida é muito triste,003_triste
nao tenho namorada,003_triste
nao tenho um namorado,003_triste
nao tenho uma namorada,003_triste
esqueceu de mim,003_triste
ah vou fica chateada,003_triste
to triste,003_triste
to meio triste :(,003_triste
tô triste,003_triste
me ajuda a escolher um filme,004_me_ajude_a_escolher_um_filme
grade dos canais!!,004_me_ajude_a_escolher_um_filme
ver filme hbo hoje,004_sugestao
me fala um filme para eu ver ,004_sugestao
ver filme HBO ontem a noite,004_sugestao
ver filme HBO ontem a noite ação,004_sugestao
me mostre um filme,004_sugestao
quero ver um filme engracado,004_sugestao
a cabana,004_sugestao
50 tons de cinza,004_sugestao
quero assistir transformers,004_sugestao
filme de a��o,004_sugestao
novela a noite,004_sugestao
faustao,004_sugestao
novela da globo,004_sugestao
filme amanha,004_sugestao
data de vencimento,005_alterar_data_vencimento
como altero a data de vencimento,005_alterar_data_vencimento
quero mudar a data da fatura,005_alterar_data_vencimento
mude o vencimento para o dia,005_alterar_data_vencimento
quero mudar minha data de pagamento,005_alterar_data_vencimento
preciso alterar a minha data de vencimento,005_alterar_data_vencimento
tem como alterar o vencimento da fatura,005_alterar_data_vencimento
alterar data de vencimento,005_alterar_data_vencimento
valor para mudar o dia de vencimento,005_alterar_data_vencimento
quero mudar a data de pagamento,005_alterar_data_vencimento
queria mudar o vencimento para o dia,005_alterar_data_vencimento
como colocar minha sky por boleto bancario,005_alterar_forma_pagamento
alterar pagamento,005_alterar_forma_pagamento
como faço para alterar a forma de pagamento?,005_alterar_forma_pagamento
quero alterar o pagamento,005_alterar_forma_pagamento
é possível alterar a forma de pagamento,005_alterar_forma_pagamento
me mostre como alterar a forma de pagamento,005_alterar_forma_pagamento
quero alterar a minha forma de pagamento,005_alterar_forma_pagamento
como faco pra deixar no debito automatico,005_alterar_forma_pagamento
dia como faco pra locar o filme homem formiga verso vespa,005_alugar_filmes
comprar o filme,005_alugar_filmes
onde vejo os filmes disponiveis pra alugar,005_alugar_filmes
gostaria de contratar um filme,005_alugar_filmes
queria alugar um filme,005_alugar_filmes
onde eu compro um filme,005_alugar_filmes
como comprar,005_alugar_filmes
onde aluga filmes,005_alugar_filmes
o meu equipamento esta com a memoria cheia,005_apagar_gravacao
como limpo o hd de gravacoes,005_apagar_gravacao
apagar a gravacao que eu fiz,005_apagar_gravacao
limpar a memoria do meu equipamento sky,005_apagar_gravacao
esvaziar as gravacoes da minha caixa,005_apagar_gravacao
como apagar minhas gravacoes,005_apagar_gravacao
queria apagar minhas gravacoes,005_apagar_gravacao
queria liberar espaco no meu equipamento,005_apagar_gravacao
onde eu apago minhas gravacoes,005_apagar_gravacao
a memoria do meu equipamento esta cheia,005_apagar_gravacao
eu queria apagar o programa que eu gravei,005_apagar_gravacao
necessaria troca do equipamento,005_aparelho_queimou
ponto queimou,005_aparelho_queimou
meu aparelho da sky queimou,005_aparelho_queimou
meu aparelho parece ter queimado,005_aparelho_queimou
meu aparelho queimou,005_aparelho_queimou
meu  aparelho esta queimado,005_aparelho_queimou
a sky queimou,005_aparelho_queimou
vcs podem me atender,005_atendimento
fale com sky,005_atendimento
fazer uma reclamacao,005_atendimento
atendente,005_atendimento
me passe agora para o atendimento,005_atendimento
Fale com um Especialista,005_atendimento
estou mandando me passar para o atendimento,005_atendimento
chet,005_atendimento
eu nao vou falar mais com voce,005_atendimento
falar com um assistente,005_atendimento
atendimento humano,005_atendimento
falar com um atendente,005_atendimento
humano,005_atendimento
me passe para um humano,005_atendimento
quero falar com um atendente,005_atendimento
upgrade com capex,005_atendimento
falar com chet,005_atendimento
falar com alguem,005_atendimento
abrir chat,005_atendimento
falar com um representante,005_atendimento
passar para um especialista,005_atendimento
passe para o atendente,005_atendimento
falar cm alguem,005_atendimento
me passe para o atendimentpo,005_atendimento
manda por bate papo,005_atendimento
fale conosco,005_atendimento
quero ser atendido,005_atendimento
chat,005_atendimento
especialista,005_atendimento
falar com pessoas,005_atendimento
falar com o pessoal,005_atendimento
